TCP,text_name,EEBO,VID,STC,ESTC,Status,Author,Author 2,Author 3,Author 4,Translator,Date,Date Corrections,Title,Form,Genre,Network,Notes,Pages,Simplified Title,Subgenre,BigNamesSubgenre,Terms,SuperScience,BigNamesScience
A96648,A96648.headed.txt,99863814,116029,Wing W2875; Thomason E1775_2; ESTC R204119,R204119,Restricted,"Willsford, Thomas.; Vaughan, Robert, engraver.",,,,,1658,,"Natures secrets. Or, The admirable and wonderfull history of the generation of meteors. Particularly describing, the temperatures and qualities of the four elements, the heights, magnitudes, and influences of the fixt and wandring stars: the efficient and finall causes of comets, earthquakes, deluges, epidemicall diseases, and prodigies of precedent times; registred by the students of nature. Their conjecturall presages of the weather, from the planets mutuall aspects, and sublunary bodies: with the proportions and observations on the weather-glass, with philosophicall paraphrases rendred explicitely, usefull at sea and land. / By the industry and observations of Thomas Willsford, Gent.",,Astronomy,,,225,,,,Astronomy -- Early works to 1800.; Earth sciences -- Early works to 1800.,TRUE,FALSE
A96673,A96673.headed.txt,99868143,169852,Wing W2989; Thomason E1366_2; ESTC R209257,R209257,Restricted,"Wing, Vincent, 1619-1668.; Leybourn, William, 1626-1716.",,,,,1649,,"Ens fictum ShakerlÃ_i or the annihilation of Mr. Jeremie Shakerley, his in-artificiall anatomy of Urania practica. Wherein his falacies or ignorance, are demonstratively detected his malice in its groundlesse colours display'd, and the authors of the said Urania practica justly vindicated from his unjust aspersions. By Vin. Wing, and Will. Leybourn, philomathematicis.",,Astronomy,,,33,,,,"Shakerley, Jeremy, fl. 1651. -- Anatomy of Urania practica -- Early works to 1800.; Astronomy -- Early works to 1800.; Nautical astronomy -- Early works to 1800.",TRUE,FALSE
A96681,A96681.headed.txt,99899499,153725,Wing W302A; ESTC R230546,R230546,Restricted,"Walker, Anthony, d. 1692.; Bellarmino, Roberto Francesco Romolo, Saint, 1542-1621. Selections, English, 1684.",,,,,1685,,"Fax fonte accensa, fire out of water: or, An endeavour to kindle devotion, from the consideration of the fountains God hath made Designed for the benefit of those who use the waters of Tunbridg-Wells, the Bath, Epsom, Scarborough, Chigwell, Astrop, Northall, &c. Two sermons preached at New Chappel by Tunbridg-Wells. With devout meditations of Cardinal Bellarmin upon fountains of waters. Also some form of meditations, prayers, and thanksgivings, suited to the occasion. By Anthony Walker, D.D.",,Med-Specific Treatise,,,206,,Hydrotherapy,,Mineral waters -- Therapeutic use -- Early works to 1800.; Baths -- England -- Early works to 1800.; Meditations -- Early works to 1800.,TRUE,FALSE
A96706,A96706.headed.txt,99868572,170324,Wing W3078; Thomason E1746_2; ESTC R209705,R209705,Restricted,"Winston, Thomas, 1575-1655.",,,,,1659,,Anatomy lectures at Gresham Colledge. By that eminent and learned physician Dr. Thomas Winston.,,Anatomical/Surgical,,,262,,,,Human anatomy -- Early works to 1800.,TRUE,FALSE
A96709,A96709.headed.txt,99863804,165388,Wing W3087; Thomason E573_3; ESTC R204107,R204107,Restricted,"Winter, Salvator.",,,,,1649,,"A nevv dispensatory of fourty physicall receipts. Most necessary and profitable for all house-keepers in their families. Besides three other pleasant arts fit for young gentlemen. / Published by Salvatore Winter of Naples, an expert operator.",,Med-Materia Medica/Recipes,,,15,,,,"Medicine -- Formulae, receipts, prescriptions -- Early works to 1800.; Medicine -- Early works to 1800.",TRUE,FALSE
A96797,A96797.headed.txt,99863805,116020,Wing W3231; Thomason E1830_2; ESTC R204108,R204108,Restricted,"Wittie, Robert, 1613?-1684.",,,,,1660,,"Scarbrough Spaw, or, A description of the nature and vertues of the spaw at Scarbrough in Yorkshire. Also a treatise of the nature and use of water in general, and the several sorts thereof, as sea, rain, snow, pond, lake, spring, and river water, with the original causes and qualities. Where more largely the controversie among learned writers about the original of springs, is discussed. To which is added, a short discourse concerning mineral waters, especially that of the spaw. / By Robert Wittie, Dr. in Physick.",,Med-Specific Treatise,Royal Society,,263,,Hydrotherapy,,Mineral waters -- England -- Scarborough -- Early works to 1800.; Mineral waters -- Therapeutic use -- Early works to 1800.; Hydrotherapy -- Early works to 1800.; Water -- Early works to 1800.,TRUE,FALSE
A96812,A96812.headed.txt,45578523,172433,Wing W3272A; ESTC R186799,R186799,Restricted,"Woolley, Hannah, fl. 1670.; T. P.; Midgley, Robert, 1655?-1723.",,,,,1686,,"The Accomplish'd ladies delight in preserving, physick, beautifying, and cookery. Containing I. The art of preserving, and candying fruits and flowers, and the making of all sorts of conserves, syrups, and jellies. II. The physical cabinet, or excellent re[c]eipts in physick and chirurgery, together with s[o]me rare beautifying waters, to adorn and add l[ov]eliness to the face and body: and also some n[e]w and excellent secrets and experiments in the art of angling. III. The compl[e]at cook's guide, or, directions fo[r] dressing all sorts of flesh, fowl and fish [...] English and French mode, [...]; and the making pyes, [...] with the forms and [...]",,Med-Materia Medica/Recipes,,,229,,,,"Cookery -- Early works to 1800.; Recipes -- Early works to 1800.; Therapeutics -- Early works to 1800.; Beauty, Personal -- Early works to 1800.",TRUE,FALSE
A96816,A96816.headed.txt,42475293,151469,Wing W3287; ESTC R221176,R221176,Restricted,"Woolley, Hannah, fl. 1670.; Woolley, Hannah, fl. 1670. Queen-like closet.",,,,,1674,,"A supplement to The queen-like closet, or, A little of everything presented to all ingenious ladies, and gentlewomen / by Hannah Woolley ...",,Med-Materia Medica/Recipes,,,219,,,,Cookery -- Early works to 1800.; Home economics -- Early works to 1800.,TRUE,FALSE
A96967,A96967.headed.txt,99863836,116051,Wing W3676B; Thomason E1659_2; ESTC R204148,R204148,Restricted,"Wren, M. (Matthew), 1629-1672.",,,,,1657,,Considerations on Mr. Harrington's Common-wealth of Oceana: restrained to the first part of the preliminaries.,,Philosophy of Science,,,109,,,,"Harrington, James, 1611-1677. -- Commonwealth of Oceana -- Early works to 1800.; Monarchy -- Early works to 1800.; Republics -- Early works to 1800.",TRUE,FALSE
A97051,A97051.headed.txt,99863848,116063,Wing W576; Thomason E1577_1; ESTC R204165,R204165,Free,"Wallis, John, 1616-1703.",,,,,1656,,"Due correction for Mr HobbesÂ· Or Schoole discipline, for not saying his lessons right. In answer to his Six lessons, directed to the professors of mathematicks. / By the professor of geometry.",,Mathematics,Royal Society,,142,,Geometry,Mathematics,"Hobbes, Thomas, 1588-1679. -- Six lessons to the professors of the mathematiques.; Geometry -- Early works to 1800.; Mathematics -- Early works to 1800.",TRUE,TRUE
A97219,A97219.headed.txt,99865530,117775,Wing W971; Thomason E623_4; ESTC R206369,R206369,Restricted,"Warren, Hardick.",,,,,1651,,"Magick & astrology vindicated from those false aspersions and calumnies, which the ignorance of some hath cast upon them. In which is contained true definitions of the said arts, and the justification of their practise, proved by the authority of Scripture, and the experience of ancient and modern authors. With observations from several remarkable conjunctions and apparitions: as those three suns that appeared before the Kings death, &c. / Impartially communicated for the publique good. By Hardick Warren, a well-wisher to the most secret occult arts and learning.",,Astrology,Occultism,,39,,,,Astrology -- Early works to 1800.; Magic -- England -- Early works to 1800.,TRUE,FALSE
A97282,A97282.headed.txt,99865772,118023,Wing Y22; Thomason E656_22; ESTC R206656,R206656,Restricted,"Yeamans, Isabel.",,,,,1652,,"The year of wonders: or, the glorious rising of the fifth monarch: shewing the greatness of the that free-born prince, who shall reign and govern; and what shall happen upon his coronation deduced from the eclipse of the sun, March 29. 1652. Together with the effects thereof; and a prophecie touching the change of this present government, in 1653; the manner thereof, the great wars that shall ensue, the time prefixed for their continuance, and afterwards an everlasting peace to be established; also, a description of the strange sights that will be seen in the air on Munday next; (at which time there will be a great darkness for the space of 3 hours) predicting, a woful calamity for London; and many prove headless for their rebelion: the murthering of the K. of France; and the great things that will befal the K. of Scots: the hanging of the great Turk in a Bow-string; and the stabbing of the Pope of Rome by an English-man. With many other remarkable predictions (never before published) touching the running of the streets with bloud, and burning whole cities, towns, and villages.",,Astrology,Occultism,,16,,,,Prophecies -- Early works to 1800.; Astrology -- Early works to 1800.; Solar eclipses -- 1652 -- Early works to 1800.,TRUE,FALSE
A97352,A97352.headed.txt,20233898,23886,STC 17825; ESTC S1589,S1589,Restricted,"Mercator, Gerhard, 1512-1594.; Hondius, Jodocus, 1563-1612.; Saltonstall, Wye, fl. 1630-1640.",,,,,1637,,"Historia mundi, or Mercators atlas containing his cosmographicall descriptions of the fabricke and figure of the world / lately rectified in diuers places, as also beutified and enlarged with new mappes and tables by the studious industrie of Iodocus Hondy ; Englished by W.S. ...",,Geography,,,814,,,,"Atlases, British -- Early works to 1800.; Geography -- Early works to 1800.",TRUE,FALSE
A97359,A97359.headed.txt,31355322,205868,Wing I150,,Restricted,Rijksuniversiteit te Leiden.,,,,,1688,,"An Index to the Indian closset which contains severall foreign creatures, and plants swimming in balsamick liquours as if now aliue : to be seen in the garden of the Academy of Leyden.",,Natural History,,,14,,Earth Sciences,,Rijksuniversiteit te Leiden -- Museums -- Catalogs.; Science museums -- Catalogs.,TRUE,FALSE
B00108,B00108.headed.txt,52633268,174066,STC 12521.5; ESTC S92789,S92789,Restricted,"Gunter, Edmund, 1581-1626.",,,,,1623,,De sectore & radio. The description and vse of the sector in three bookes. The description and vse of the cross-staffe in other three bookes. For such as are studious of mathematicall practise.,,Mathematics,,,347,,Instruments,Instruments,Mathematical instruments -- Early works to 1800.; Mathematics -- Early works to 1800.; Logarithms -- Early works to 1800.,TRUE,TRUE
B00136,B00136.headed.txt,52633280,174075,STC 12909.7; ESTC S92875,S92875,Free,"Harvey, Richard, 1560-1623?",,,,,1583,,"An astrological discourse vpon the great and notable coniunction of the tvvo superiour planets, Saturne & Iupiter, which shall happen the 28 day of April, 1583. With a briefe declaration of the effectes, which the late eclipse of the sunne 1582. is yet heerafter to woorke. / Written newly by Richard Harvey: partely, to supplie that is wanting in cÃµmon prognostications: and partely by prÃ_diction of mischiefes ensuing, either to breed some endeuour of preuention by foresight, so farre as lyeth in vs: or at leastwise, to arme vs with pacience beforehande.",,Astrology,Occultism,,102,,,,Astrology -- Early works to 1800.; Astronomy -- Early works to 1800.; Saturn (Planet) -- Influence on man -- Early works to 1800.; Solar eclipses -- Folklore -- Early works to 1800.; Jupiter (Planet) -- Influence on man -- Early works to 1800.,TRUE,FALSE
B00176,B00176.headed.txt,54532366,180799,STC 13521.7; ESTC S93000,S93000,Restricted,"Hippocrates.; Avicenna, 980?-1037.",,,,,1545,,"Prognosticacion, drawen out of the bookes of Ipocras, Avicen, and other notable auctours of physycke, shewynge the daunger of dyvers syckenesses, that is to saye, whether in peryl of death be in them or not, the pleasure of almyghty God reseruyd..; Prognostica. English",,Med-General Treatise,,,36,,,,Prognosis -- Early works to 1800.; Medicine -- Early works to 1800.,TRUE,FALSE
B00226,B00226.headed.txt,57402302,181106,STC 14653.3; ESTC S93373,S93373,Restricted,"John XXI, Pope, d. 1277.; Desparts, Jacques, ca. 1380-1458.; Diocles, of Carystus.; Hippocrates. Aphorisms. English.; Llwyd, Humphrey, 1527-1568.; Pseudo-MesuÃ«.",,,,,1560,,"The treasurie of health contayning many profitable medicines, gathered out of Hipocrates, Galen and Auicen / by one Petrus Hyspanus, and translated into English by Humfry Lloyd, who hath added thereunto the causes and signes of euery disease, with the Aphorismes of Hipocrates, and Iacobus de Partibus, redacted to a certaine order according to the members of mans bodie, and a compendious table containing the purging and confortative medicines, with the exposition of certaine names and weights in this booke contained, with an epistle of Diocles unto Kyng Antigonus..",,Med-General Treatise,,,518,,,,"Medicine, Medieval.; Medicine -- Early works to 1800.",TRUE,FALSE
B00452,B00452.headed.txt,54532424,180848,STC 18225.6; ESTC S94248,S94248,Restricted,"Moulton, Thomas.; Wyer, Robert, fl. 1530-1556, printer.",,,,,1547,,"This is the glasse of helth. A great treasure for pore men, necessary and nedefull for euery person to loke in, y[t] wyll kepe theyr body from syckenesses, and dyseases: and it sheweth how the planettes reygne in euery houre of the daye & the nyght, with the natures & exposicions of the .xii. sygnes, deuyded by the .xii. monethes of the yere. And after foloweth of all the euyll and daungerous dayes of the yere. And sheweth the remedyes, for dyuers infyrmyties and dyseases, that hurteth the body of man..",,Med-Health Guides,,,74,,,,Medical astrology -- Early works to 1800.; Medicine -- Early works to 1800.; Hygiene -- Early works to 1800.,TRUE,FALSE
B00481,B00481.headed.txt,54532425,180849,STC 19181.3; ESTC S94591,S94591,Restricted,"Hester, John, d. 1593.; Guenther, Johann, von Andernach, 1505-1574.; Falloppio, Gabriele, 1523-1562.",,,,,1575,,"The true and perfect order to distill oyles out of al maner of spices seedes, rootes, and gummes with their perfect taste, smel, and sauour: where vnto is added some of their ver[t?]ues gathered out of sundry aucthors. As Gualterius, Rissius, Guinthery Andernaty, Phillipus, Hermanus, Leonardo, Phirauante, Phallopius, Cardanus..",,Med-Materia Medica/Recipes,,,34,,,,"Medicine -- Formulae, receipts, prescriptions -- Early works to 1800.",TRUE,FALSE
B00482,B00482.headed.txt,57402318,181118,STC 19181.5; ESTC S94592,S94592,Restricted,"Hester, John, d. 1593.; Paracelsus, 1493-1541.; Hermanni, Philippus.",,,,,1580,,"The first part of the key of philosophie. Wherein is contained moste ex- [sic] excellent secretes of phisicke and philosophie, divided into twoo bookes. : In the firste is shewed the true and perfect order to distill ... In the seconde is shewed the true and perfect order to prepare, calcine, sublime, and dissolue all maner of mineralles ... / First written in the Germaine tongue by the moste learned Theophrastus Paraselsus, and now published in the Englishe tongue by Ihon [sic] Hester practitioner in the arte of distillation..",,Med-Materia Medica/Recipes,,,140,,,,Materia medica -- Early works to 1800.; Medicine -- Early works to 1800.,TRUE,FALSE
B00812,B00812.headed.txt,57402323,181123,STC 24416; ESTC S95612,S95612,Restricted,"Tymme, Thomas, d. 1620.",,,,,1612,,"A dialogue philosophicall. Wherein natures secret closet is opened, and the cause of all motion in nature shewed ovt of matter and forme, tending to mount mans minde from nature to supernaturall and celestial promotion: and how all things exist in the number of three. : Together with the wittie inuention of an artificiall perpetuall motion, presented to the kings most excellent maiestie. / All which are discoursed betweene two speakers, Philadelph, and Theophrast, brought together by Thomas Tymme, professour of diuinitie..",,Physics,,,81,,,,Science -- Early works to 1800.; Astronomy -- Early works to 1800.; Perpetual motion -- Early works to 1800.,TRUE,FALSE
B00959,B00959.headed.txt,54532305,180748,STC 3319.5; ESTC S91149,S91149,Restricted,Hippocrates.,,,,,1548,,"The boke of knowledge: whether a sycke person beynge in peryll shall lyue, or dye, &c..; Book of knowledge.",,Med-General Treatise,,,14,,,,"Medicine, Medieval.",TRUE,FALSE
B01031,B01031.headed.txt,56572773,180896,STC 488.3; ESTC S90185,S90185,Restricted,"Mounslowe, Alexander.",,,,,1576,,"The progno[stication] made for the yeare of [--] God, now present 1576. [-] the astrologicall iudgement of [-]ters of the yeare, and the cl[-] weather. &c. Written chie[fly for the] meridian of the ci[ty] of Chester. / By Alexander Mouns[lowe].",Almanac,Astrology,Occultism,,16,,,,"Almanacs, English -- Early works to 1800.; Ephemerides -- Early works to 1800.; Astrology -- Early works to 1800.",TRUE,FALSE
B01304,B01304.headed.txt,47012311,174268,Wing A1187C; ESTC R172148,R172148,Restricted,,,,,,1698,,"A brief (yet full) account of the doctrine of vulgar and decimal fractions, with a specimen on their demonstrations by William Alingham, teacher of the mathematicks.",,Mathematics,,,80,,Arithmetic,,"Fractions -- Problems, exercises, etc.; Fractions -- Early works to 1800.; Decimal fractions -- Problems, exercises, etc.; Decimal fractions -- Early works to 1800.; Mathematics -- Early works to 1800.",TRUE,FALSE
B01335,B01335.headed.txt,52211659,175392,Wing A2063A; ESTC R172205,R172205,Restricted,"Paterson, James, mathematician, fl. 1685-1692.",,,,,1690,,"Edinburgh's true almanack, or A new prognostication for the year of our Lord, 1690. Being the second year after bissextile or leap-year, and from the creation of the world, 5639. Exactly calculated according to art, for the meridian of the most famous city of Edinburgh, whose latitude is 55 d. 54 m.Â_/â. and longitude is 11 d. 37 m. from Pico Taniriff, according to the newest tables. / By James Paterson mathematician.",Almanac,Astrology,Occultism,,16,,,,"Almanacs, Scottish -- 17th century.; Astrology -- Early works to 1800.",TRUE,FALSE
B01337,B01337.headed.txt,52211661,175394,Wing A2068; ESTC R170158,R170158,Restricted,"Paterson, James, mathematician, fl. 1685-1692.",,,,,1683,,"Edinburgh's true almanack, or A new prognostication for the year of our Lord, 1683",Almanac,Astrology,Occultism,,14,,,,"Almanacs, Scottish -- 17th century.; Ephemerides -- 17th century.",TRUE,FALSE
B01339,B01339.headed.txt,53981598,180093,Wing A2240A; ESTC R176506,R176506,Restricted,"A. R., mathematician, fl. 1678.",,,,,1678,,"A new prognostication, for the year of our redemption, 1678, being the second after bissextile, or leap year. Most curiously and artificially calculated, for all north-Brittain, but more especially (and even according to every typographer's very bound duty) for the latitude and meridian of our most famous city of Bon-Accord. Which stands upon a pleasant lone, whose gallant dykes, are Dee and Done. / by A. R. A.M. an expert mathematician.",Almanac,Astrology,Occultism,,17,,,,"Almanacs, English -- Scotland -- 17th century.; Fairs -- Scotland -- 17th century -- Early works to 1800.",TRUE,FALSE
B01341,B01341.headed.txt,52211664,175396,Wing A2309A; ESTC R172219,R172219,Restricted,"G. S., philomath, fl. 1691.",,,,,1691,,"A new prognostication for the year of our Lord, 1691. Being the third year after bissextile or leap-year, and from the creation of the world, 5640. Exactly calculated according to art, for the meridian of the most famous city of Edinburgh, whose latitude is 55 d. 54 m.Â_/â. and longitude is 11 d. 37 m. / By G. S. Philomath.",Almanac,Astrology,Occultism,,28,,,,"Almanacs, Scottish -- 17th century.; Ephemerides -- 17th century.; Astrology -- Early works to 1800.",TRUE,FALSE
B01805,B01805.headed.txt,99828457,175443,Wing B5008; ESTC R216736,R216736,Restricted,"Brown, Andrew, M.D.",,,,,1692,,"In speculo teipsum contemplare Dr. Black. A looking-glass for the black band of doctors VVherein may be seen the ignorance and malice of these physicians, who have clubbed under the name of Dr. Black, for suppressing by their scriblings, and other calumnies, so great a benefite to the world, to the new game of rivers. / Contained in a 2d. letter written by Philander to his friend in the countrey Philomathes. In defence of Dr. Brown.",,Med-Specific Treatise,,,60,,Polemic,,Fever -- Treatment -- Early works to 1800.; Vomiting -- Treatment -- Early works to 1800.,TRUE,FALSE
B02287,B02287.headed.txt,47012354,174321,Wing C5436A; ESTC R174111,R174111,Restricted,L. C.,,,,,1658,,"Fundamenta chymica: or, A sure guide into the high and rare mysteries of alchymie; L.C. Philmedico Chymicus.",,Alchemy,Occultism,,259,,,,Alchemy -- Religious aspects -- Christianity -- Early works to 1800.,TRUE,FALSE
B02630,B02630.headed.txt,53299036,179808,Wing D106D; ESTC R213391,R213391,Restricted,"Daffy, Anthony.; Daffy, Elias.",,,,,1698,,"Daffy's original and famous Elixir salutis : the choice drink of health, or, health-bringing drink, being a famous cordial drink, found out by the providence of the almighty, and ... experiences by my self and other divers persons ... a most excellent preservative of mankind. A secret far beyond any medicament yet known ... the same being fitted unto all ages, sexes, complexions and constitutions ... / Never published by any but Anthony Daffy, and now by me Elias Daffy his son.",,Alchemy,Occultism,,17,,,,"Elixirs -- Early works to 1800.; Medicine, Magic, mystic, and spagiric -- Early works to 1800.",TRUE,FALSE
B02907,B02907.headed.txt,53299042,179812,Wing D807A; ESTC R176403,R176403,Restricted,,,,,,1688,,"Decreet of separation, the apothecaries of Edinburgh, against the chyrurgeons there.",,Med-Specific Treatise,,,48,,Polemic,,Medicine -- Scotland -- History -- 17th century.; Pharmacists -- Scotland -- Early works to 1800.,TRUE,FALSE
B03336,B03336.headed.txt,53299091,179857,Wing F1358; ESTC R177136,R177136,Restricted,"Fletcher, R. (Richard), fl. 1676-1677.; Merry, Nathaniel.",,,,,1674,,"Good tydings to the sick and lame: or, The sick-man's library. Teaching both high and low, rich and poor, next under God, how to prescribe to, or procure ease for the pained, strength for the weak, health for the sick, and cure for sores. Being a true and candid relation of the vertue and uses of four excellent medicines, viz. Arcanum vegetabilium, PilulÃ_ vegetantes, Balsamum vitÃ_, Unguentum refrigerans, whereunto is added, a few of the many testimonies and cures performed by the same ... published for the good of all who labour under pain and misery. / By Rich. Fletcher Nath. Merry Professors of chymical pysick in London.",,Med-Materia Medica/Recipes,,,18,,,,"Medicine -- Great Britain -- History -- 17th century -- Sources.; Medicine -- Formulae, receipts, prescriptions -- Early works to 1800.",TRUE,FALSE
B03572,B03572.headed.txt,53981524,180234,Wing G523CA; ESTC R177375,R177375,Restricted,,,,,,1675,,"The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of divers sorts of meats, both flesh and fish, with their proper sauces. Also directions for the best way of making pancakes, fritters, tansies, puddings, custards, cheesecakes ; and such like fine knacks, and other delicate dishes, which are most frequently used in gentlemens houses.",,Med-Materia Medica/Recipes,,,27,,,,Cookery -- England -- Early works to 1800.,TRUE,FALSE
B03620,B03620.headed.txt,52614695,175903,Wing H1270; ESTC R223313,R223313,Restricted,"Head, Richard, 1637?-1686?",,,,,1675,,"O-Brazile or The inchanted island being a perfect relation of the late discovery, and wonderful dis-inchantment of an island on the north of Ireland: with an account of the riches and commodities thereof. / Communicated by a letter from London-derry, to a friend in London.",,Navigation,,,11,,,,"Voyages, Imaginary -- Early works to 1800.; Geographical myths -- Early works to 1800.",TRUE,FALSE
B03739,B03739.headed.txt,53299107,179866,Wing H451A; ESTC R177810,R177810,Free,"Halley, Edmond, 1656-1742.",,,,,1687,,May it please the King's most excellent Majesty,,Astronomy,Royal Society,,14,,,Astronomy,Celestial mechanics -- Early works to 1800.; Lunar theory -- Early works to 1800.; Tides -- Early works to 1800.,TRUE,TRUE
B04331,B04331.headed.txt,49520944,174182,Wing M1516; ESTC R180494,R180494,Restricted,"Maynwaringe, Everard, 1628-1699?",,,,,1668,,"A treatise of consumptions. ... By E. Maynwaringe, Dr. in Physick.",,Med-Specific Treatise,,,186,,Disease,,Tuberculosis -- Early works to 1800.; Scurvy -- Early works to 1800.,TRUE,FALSE
B04461,B04461.headed.txt,53981545,180282,Wing M45; ESTC R214747,R214747,Restricted,"Marlow, John, 1648-1695.",,,,,1673,,"PhÃ¡rmaka ouranÃ_then, the shadow of the tree of life: Or A discourse of the divine institution and most effectual application of medicinal remedies. In order to the preservation, and restauration of health. / By J.M.",,Med-Specific Treatise,,,133,,Psychology,,Health -- Religious aspects -- Christianity -- Early works to 1800.; Healing -- Religious aspects -- Christianity -- Early works to 1800.; Medicine in the Bible -- Early works to 1800.,TRUE,FALSE
B04928,B04928.headed.txt,53299208,179948,Wing P683D; ESTC R181514,R181514,Restricted,"Paterson, James, mathematician, fl. 1685.",,,,,1681,,"A geographical description of Scotland. With the faires largely insert; as also, an exact table of tides, and a table of the latitude and longitude of the most remarkable places in Scotland; with other useful notes, fit for every man to know either on sea or land. Exactly calculated and formed, for the use of all travellers, mariners, and others, who have any affairs, or merchandizing in this kingdom of Scotland. / By James Paterson, mathematician.",,Geography,,,17,,,,Fairs -- Scotland -- Early works to 1800.; Tides -- Scotland -- Early works to 1800.; Scotland -- Geography -- Early works to 1800.; Scotland -- Description and travel -- Early works to 1800.,TRUE,FALSE
B05801,B05801.headed.txt,49520986,174214,Wing S2624A; ESTC R183736,R183736,Restricted,"Sermon, William, 1629?-1679.",,,,,1671,,"An advertisement concerning those most famous cathartique and diuretique pills. Being an incomparable medicine in all chronical and dangerous diseases; wherewith was cured the late Lord General Monck of the dropsie: : some hundreds before, and many since, having received absolute cure thereby ... / Prepared only by William Sermon ...",,Med-Materia Medica/Recipes,,,32,,,,"Albemarle, George Monck, -- Duke of, 1608-1670.; Patent medicines -- England -- Early works to 1800.",TRUE,FALSE
B05900,B05900.headed.txt,53981752,180386,Wing S4398; ESTC R184416,R184416,Restricted,,,,,,1680,,The so much fam'd tablets,,Med-Specific Treatise,,,11,,Treatments,,Patent medicines -- England -- Early works to 1800.; Tablets (Medicine) -- Early works to 1800.,TRUE,FALSE
B06036,B06036.headed.txt,52612226,179531,Wing S773; ESTC R183251,R183251,Restricted,"Savery, Thomas, 1650?-1715",,,,,1698,,"Navigation improv'd: or, The art of rowing ships of all rates, in calms, with a more easy, swift, and steady motion, than oars can. Also, a description of the engine that performs it; and the author's answer to all Mr. Dummer's objections that have been made against it ... By Tho. Savery, gent.",,Navigation,,,38,,,,Ship propulsion -- Early works to 1800.; Navigation -- Early works to 1800.,TRUE,FALSE
B06048,B06048.headed.txt,51617478,175346,Wing S906; ESTC R183277,R183277,Restricted,"Schuyl, Frans.; Blancken, Gerard, ed.; Maersche, Corn. Ã .",,,,,1695,,"A catalogue of all the cheifest [sic] rarities in the publick theater and anatomie-hall of the University of Leyden, by Gerrard Blancken, which are so set in order that all may easily bee found in their places.",,Natural History,,,13,,Earth Sciences,,Rijksuniversiteit te Leiden. -- Anatomisch Kabinet -- Catalogs -- Early works to 1800.; Cabinets of curiosities -- Netherlands -- Leiden -- Catalogs -- Early works to 1800.; Anatomical specimens -- Catalogs -- Early works to 1800.; Zoology -- Catalogs and collections -- Netherlands -- Early works to 1800.,TRUE,FALSE
B06150,B06150.headed.txt,53299315,180042,Wing T169; ESTC R219128,R219128,Free,"Hepburn, George.; Pitcairn, Archibald, 1652-1713. Theoria morborum oculi succincte demonstrate.",,,,,1695,,"Tarrugo unmasked, or an Answer to a late pamphlet intituled, Apollo mathematicus by George Hepburn, M.D., and member of the Colledge of Phisicians at Edinburgh ... To which is added by Doctor Pitcairne, The theory of the internal diseases of the eye demonstrated mathematically.",,Med-Specific Treatise,Royal College of Physicians,,74,,Disease,,"Eizat, Edward, -- Sir. -- Apollo mathematicus.; Iatrophysical school.; Eye -- Diseases and defects -- Early works to 1800.",TRUE,FALSE
B06294,B06294.headed.txt,51784687,175087,Wing T3177; ESTC R185763,R185763,Restricted,"Tryon, Thomas, 1634-1703.",,,,,1696,,"A discourse of waters. Shewing the particular natures, various uses, and wonderful operations both in food and physick, the all-wise creator hath endued this cleansing element with. I. Of rain-water. II. River or running-water. III. Spring or fountain-water. IV. Well or pump water. V. Pond or standing-water, with something concerning purging-waters. Published for the benefit of mankind. / By Thomas Tryon. Author of the Good house wife made a doctor, Country-mans companion, Monthly observations for health, &c.",,Med-Specific Treatise,,,31,,Hydrotherapy,,Water -- Folklore -- Early works to 1800.; Water -- Health aspects -- Early works to 1800.; Water -- Religious aspects -- Christianity -- Early works to 1800.,TRUE,FALSE
B06713,B06713.headed.txt,53299358,180079,Wing W3660; ESTC R186882,R186882,Restricted,"Wotton, William, 1666-1727.; Bentley, Richard, d. 1697. Dissertation upon the epistles of Phalaris, Themistocles, Socrates, Euripides; &c. and fables of Ãsop.",,,,,1698,,"Reflections upon ancient and modern learning. The second part, With a dissertation upon the epistles of Phalaris, Themistocles, Socrates, Euripides; &c. and fables of Ãsop. / By Richard Bentley, D.D. ... These additions compleat the want of the former eddition.",,Philosophy of Science,Royal Society,,214,,,,Learning and scholarship -- Early works to 1800.; Philosophy -- History -- Early works to 1800.,TRUE,FALSE
B07179,B07179.headed.txt,72798483,183994,STC 1209.7; ESTC S90367,S90367,Restricted,"Baker, Humfrey, fl. 1557-1587.; Denham, Henry, d. 1589?; Rowbothum, James.",,,,,1564,,"The welspring of sciences, which teacheth the perfecte worke and practise of arithmeticke both in vvhole numbers & fractions, with such easie and compendious instruction into the saide art, as hath not heretofore been by any set out nor laboured, : Beautified vvith most necessary rules and questions, not onely profitable for marchauntes, but also for all artificers, as in the table doth plainely appere..; Well spring of sciences",,Mathematics,,,334,,Arithmetic,,Arithmetic -- Early works to 1900.,TRUE,FALSE
B07743,B07743.headed.txt,180867233,191753,STC 13175.6; ESTC S92946,S92946,Restricted,"Wyer, Robert, fl. 1530-1556, printer.",,,,,1540,,"Hereafter foloweth the knowledge, properties, and the vertues of herbes.",,Med-Materia Medica/Recipes,,,124,,,,"Herbals -- England -- Early works to 1800.; Medicinal plants -- England -- Early works to 1800.; Botany, Medical -- England -- Early works to 1800.",TRUE,FALSE
